#{"t_start": 1748491259.014621, "env_id": "Maze-v0"}
r,l,t
-742.0,29,1.506649
-541.0,24,1.547904
-888.0,30,1.598751
-531.0,24,1.634821
-583.0,22,1.668662
-741.0,24,1.710962
-693.0,27,1.769364
-719.0,26,1.812669
-619.0,28,1.864369
-683.0,23,1.908221
-698.0,23,1.952952
-550.0,21,1.989534
-456.0,18,2.020826
-542.0,22,2.056972
-524.0,23,2.100215
-579.0,25,2.143921
-548.0,26,2.192346
-635.0,22,2.23285
-589.0,23,2.280012
-628.0,28,2.328186
-472.0,19,2.360197
-559.0,22,2.397989
-719.0,26,2.446932
-743.0,26,2.50348
-590.0,25,2.547706
-620.0,25,2.589488
-587.0,23,2.626088
-887.0,31,2.67625
-556.0,24,2.717009
-438.0,19,2.756665
-455.0,21,2.809513
-667.0,22,2.845965
-562.0,20,2.877988
-564.0,21,2.913587
-797.0,26,2.952481
-667.0,27,2.99496
-470.0,22,3.042333
-596.0,26,3.103664
-458.0,20,3.13768
-696.0,24,3.179681
-746.0,32,3.233924
-670.0,26,3.275127
-456.0,21,3.311601
-580.0,25,3.354982
-784.0,25,3.39876
-590.0,19,3.439416
-537.0,25,3.48202
-737.0,26,3.525931
-601.0,21,3.560022
-540.0,20,3.594422
-569.0,20,3.627216
-891.0,26,3.668292
-596.0,23,3.708465
-579.0,24,3.760049
-586.0,25,3.802363
-635.0,31,3.859118
-641.0,23,3.896892
-732.0,24,3.962048
-709.0,25,4.004663
-545.0,23,4.040687
-703.0,26,4.083792
-522.0,21,4.116857
-617.0,23,4.154456
-565.0,18,4.183452
-596.0,20,4.214969
-542.0,20,4.251187
-551.0,20,4.295374
-674.0,24,4.34323
-609.0,24,4.388968
-601.0,25,4.428949
-640.0,25,4.47118
-736.0,25,4.511229
-547.0,24,4.558683
-794.0,29,4.608797
-634.0,25,4.653641
-570.0,23,4.693966
-664.0,22,4.727549
-569.0,23,4.766031
-888.0,27,4.807058
-675.0,24,4.84706
-652.0,28,4.893791
-747.0,24,4.930056
-723.0,29,4.979303
-574.0,24,5.034913
-390.0,19,5.082187
-661.0,28,7.535363
-846.0,24,7.585411
-449.0,21,7.634147
-931.0,28,7.688241
-526.0,25,7.743103
-507.0,24,7.79514
-534.0,28,7.861524
-733.0,25,7.914034
-602.0,23,7.97849
-608.0,26,8.045197
-539.0,21,8.086338
-461.0,21,8.129839
-653.0,26,8.194186
-581.0,23,8.236061
-698.0,26,8.282274
-702.0,28,8.34403
-801.0,32,8.415309
-749.0,31,8.487789
-698.0,23,8.542585
-598.0,25,8.618836
-737.0,23,8.668624
-676.0,22,8.718492
-658.0,25,8.770641
-605.0,23,8.818542
-560.0,26,8.876652
-635.0,26,8.925684
-671.0,26,8.974583
-542.0,23,9.02355
-766.0,25,9.066938
-591.0,24,9.113384
-587.0,23,9.158792
-504.0,20,9.197628
-925.0,31,9.259064
-677.0,20,9.295132
-783.0,26,9.339535
-775.0,26,9.382325
-571.0,23,9.419989
-522.0,24,9.472037
-653.0,23,9.511603
-522.0,21,9.556257
-694.0,31,9.605898
-640.0,22,9.640034
-693.0,24,9.676415
-694.0,22,9.708992
-538.0,22,9.744305
-601.0,22,9.784218
-762.0,27,9.828758
-569.0,20,9.861223
-678.0,27,9.903134
-443.0,20,9.949923
-727.0,28,10.003426
-547.0,25,10.046927
-624.0,24,10.088467
-489.0,21,10.12381
-522.0,22,10.161009
-660.0,27,10.233951
-541.0,22,10.286597
-504.0,18,10.323806
-645.0,25,10.368422
-662.0,24,10.418471
-561.0,23,10.476429
-627.0,24,10.528086
-673.0,22,10.577188
-696.0,27,10.626275
-596.0,23,10.675483
-556.0,21,10.724859
-584.0,20,10.77247
-569.0,24,10.827809
-771.0,24,10.873493
-576.0,24,10.923287
-619.0,21,10.961547
-516.0,21,11.009597
-697.0,25,11.066555
-457.0,22,11.117417
-642.0,24,11.156426
-554.0,23,11.191489
-578.0,27,11.259108
-433.0,19,11.29445
-705.0,25,11.346761
-662.0,26,11.387291
-604.0,25,11.431042
-542.0,20,11.465901
-649.0,22,11.502258
-625.0,25,11.540895
-666.0,26,11.585032
-505.0,19,11.624144
-662.0,23,13.383884
-494.0,22,13.429637
-566.0,21,13.477744
-572.0,20,13.52369
-740.0,26,13.586239
-801.0,25,13.642628
-574.0,22,13.689166
-603.0,21,13.730265
-539.0,21,13.772559
-555.0,24,13.82687
-720.0,24,13.876494
-527.0,20,13.91977
-731.0,23,13.971669
-549.0,24,14.026713
-673.0,23,14.065803
-492.0,21,14.110417
-603.0,24,14.154194
-572.0,20,14.191774
-557.0,26,14.245144
-833.0,29,14.29614
-468.0,20,14.341149
-772.0,21,14.391972
-659.0,23,14.439692
-391.0,22,14.490007
-712.0,25,14.538807
-565.0,24,14.590692
-470.0,19,14.627339
-392.0,20,14.667108
-700.0,28,14.717928
-548.0,20,14.749686
-569.0,22,14.788162
-526.0,24,14.829937
-627.0,25,14.883252
-478.0,22,14.93
-645.0,21,14.969661
-592.0,23,15.009953
-455.0,20,15.044215
-475.0,22,15.080558
-676.0,25,15.121282
-448.0,18,15.154197
-498.0,21,15.192013
-435.0,21,15.239185
-652.0,20,15.270256
-667.0,25,15.337356
-538.0,23,15.388162
-751.0,22,15.432449
-636.0,27,15.484268
-547.0,23,15.532485
-629.0,29,15.586614
-849.0,30,15.640142
-588.0,24,15.69311
-741.0,24,15.733893
-652.0,26,15.787009
-592.0,22,15.829406
-559.0,24,15.876486
-532.0,22,15.914096
-542.0,25,15.968087
-544.0,22,16.010372
-515.0,20,16.050014
-524.0,20,16.088515
-597.0,21,16.129034
-559.0,22,16.167708
-555.0,19,16.200766
-750.0,27,16.249042
-399.0,20,16.286546
-531.0,24,16.328292
-691.0,25,16.366921
-607.0,25,16.409525
-490.0,19,16.459534
-829.0,25,16.540713
-696.0,30,16.636446
-530.0,23,16.695679
-740.0,26,16.748904
-587.0,20,16.784876
-500.0,20,16.820059
-582.0,23,16.86728
-601.0,22,16.914384
-674.0,25,16.966432
-608.0,22,17.01484
-497.0,26,17.07765
-501.0,22,17.122471
-667.0,22,17.166042
-512.0,20,17.205118
-581.0,23,17.248747
-399.0,22,17.31173
-486.0,20,17.3517
-609.0,24,17.393645
-537.0,26,17.447316
-686.0,23,17.493438
-471.0,21,19.447122
-703.0,25,19.488806
-627.0,21,19.530417
-463.0,19,19.571346
-651.0,20,19.611851
-640.0,25,19.656667
-501.0,21,19.695088
-520.0,22,19.731932
-662.0,26,19.779596
-501.0,21,19.832891
-614.0,21,19.871158
-636.0,24,19.915852
-706.0,22,19.95818
-552.0,24,19.999613
-562.0,23,20.038774
-547.0,24,20.077379
-699.0,27,20.126908
-674.0,26,20.167704
-510.0,21,20.20541
-628.0,22,20.240655
-701.0,23,20.279222
-626.0,25,20.321039
-663.0,24,20.360464
-670.0,26,20.404725
-643.0,22,20.444078
-620.0,21,20.481593
-602.0,23,20.519048
